https://en.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Lac d'Émosson&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20140802164150|619567016	error_0
https://de.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Lac d’Emosson&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20061013013536|22528519	error_0
https://fa.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=بوشهر&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20071115110805|851996	error_0
https://fa.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=بوشهر&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20071115110805|851996	error_0
https://fr.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Wikipédia:RAW/2018-06-01&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20180601013952|149107043	error_0
https://de.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Seegräben&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20070315143946|29181002	error_0
https://de.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Bäretswil&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20060223155038|13986571	error_0
https://fr.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Wikipédia:RAW/2018-06-01&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20180601013952|149107043	error_0
https://fr.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Wikipédia:RAW/2018-06-01&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20180601013952|149107043	error_0
https://de.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Akropolis (Athen)&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20141015094341|134907183	ETH-BIB-Akropolis, Athen-Kilimanjaroflug 1929-30-LBS MH02-07-0138.tif	Akropolis (Athen)	error_2
https://de.wikipedia.org/w/api.php?action=query&format=json&prop=revisions&titles=Memphis (Ägypten)&prop=revisions&rvprop=timestamp|user|comment|size|content&rvlimit=50&rvdir=newer&rvcontinue=20060912203028|21406887	error_0
