0	File:Aettenschwil 1953.jpg	wikipedia	//de.wikipedia.org/wiki/Aettenschwil	de	Aettenschwil	article/to_check
1	File:AJZ Zürich ETH Bildarchiv Com L30-0048-0825.tif	wikipedia	//tr.wikipedia.org/wiki/Opernhaus_%C3%87at%C4%B1%C5%9Fmas%C4%B1	tr	Opernhaus Çatışması	article/to_check
1	File:AJZ Zürich ETH Bildarchiv Com L30-0048-0825.tif	wikipedia	//de.wikipedia.org/wiki/Jugendunruhen_in_der_Schweiz	de	Jugendunruhen in der Schweiz	article/to_check
13	File:BassersdorffSwissair-19700713i.jpg	wikipedia	//de.wikipedia.org/wiki/Bassersdorf	de	Bassersdorf	article/to_check
31	File:BassersdorffSwissair-19800912v.jpg	wikipedia	//de.wikipedia.org/wiki/Bassersdorf	de	Bassersdorf	article/to_check
45	File:BassersdorffSwissair-19830814i.jpg	wikipedia	//de.wikipedia.org/wiki/Altbach_(Glatt)	de	Altbach (Glatt)	article/to_check
71	File:BassersdorffWFriedli-19470728i.jpg	wikipedia	//de.wikipedia.org/wiki/Bassersdorf	de	Bassersdorf	article/to_check
75	File:Bellechasse 1987.jpg	wikipedia	//de.wikipedia.org/wiki/Bellechasse_FR	de	Bellechasse FR	article/to_check
76	File:Beznau-1 im Bau 2.jpg	wikipedia	//de.wikipedia.org/wiki/Kernkraftwerk_Beznau	de	Kernkraftwerk Beznau	article/to_check
77	File:Beznau-1 im Bau 3.jpg	wikipedia	//de.wikipedia.org/wiki/Kernkraftwerk_Beznau	de	Kernkraftwerk Beznau	article/to_check
78	File:Beznau-1 im Bau.jpg	wikipedia	//de.wikipedia.org/wiki/Kernkraftwerk_Beznau	de	Kernkraftwerk Beznau	article/to_check
80	File:Bilder vom Spitzbergenflug, Arthur Neumann, W. Mittelholzer.jpg	wikipedia	//de.wikipedia.org/wiki/Arthur_Neumann	de	Arthur Neumann	article/to_check
83	File:Com F57-00018.tif	wikipedia	//de.wikipedia.org/wiki/Solvay_Schweiz	de	Solvay Schweiz	article/to_check
84	File:Com LC0624-002-008.jpg	wikipedia	//de.wikipedia.org/wiki/Grossbrand_von_Schweizerhalle	de	Grossbrand von Schweizerhalle	article/to_check
87	File:Dornier Do K ETH-BIB-Flugzeug am Boden-Inlandflüge-LBS MH05-72-08.tiff	wikipedia	//de.wikipedia.org/wiki/Dornier_Do_K	de	Dornier Do K	article/to_check
89	File:Dornier Do K ETH-BIB-Gruppe Männer vor Flugzeug-Inlandflüge-LBS MH05-72-10.tiff	wikipedia	//de.wikipedia.org/wiki/Dornier_Do_K	de	Dornier Do K	article/to_check
91	File:Emosson Construction.jpg	wikipedia	//en.wikipedia.org/wiki/Lac_d%27%C3%89mosson	en	Lac d'Émosson	article/to_check
91	File:Emosson Construction.jpg	wikipedia	//de.wikipedia.org/wiki/Talsperre	de	Talsperre	article/to_check
91	File:Emosson Construction.jpg	wikipedia	//de.wikipedia.org/wiki/Lac_d%E2%80%99Emosson	de	Lac d’Emosson	article/to_check
92	File:ETH Swissair LBS SR02-10259 Ausschnitt Klöti.tif	wikipedia	//de.wikipedia.org/wiki/Emil_Kl%C3%B6ti	de	Emil Klöti	article/to_check
92	File:ETH Swissair LBS SR02-10259 Ausschnitt Klöti.tif	wikipedia	//als.wikipedia.org/wiki/Emil_Kl%C3%B6ti	als	Emil Klöti	article/to_check
93	File:ETH Swissair LBS SR02-10259 Ausschnitt Robert Haab.tif	wikipedia	//de.wikipedia.org/wiki/Robert_Haab	de	Robert Haab	article/to_check
95	File:ETH-BIB - französische Flugzeuge am Kap Juby - Tschadseeflug 1930-31-LBS MH02-08-1076.tiff	wikipedia	//ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85:ElWaliElAlaoui/%D9%85%D9%84%D8%B9%D8%A8_13	ar	مستخدم:ElWaliElAlaoui/ملعب 13	user_page
104	File:ETH-BIB-"Milieu du monde", La Sarraz von Nordost-Dia 247-12813.tif	wikipedia	//de.wikipedia.org/wiki/Benutzer:ETH-Bibliothek	de	Benutzer:ETH-Bibliothek	user_page
113	File:ETH-BIB-"Viceroy of India", oberstes Deck von hinten-Dia 247-07585.tif	wikipedia	//de.wikipedia.org/wiki/Viceroy_of_India	de	Viceroy of India	article/to_check
144	File:ETH-BIB-A 20 auf Flugplatz von Buschehr-Persienflug 1924-1925-LBS MH02-02-0207-AL-FL.tif	wikipedia	//fa.wikipedia.org/wiki/%D8%A8%D9%88%D8%B4%D9%87%D8%B1	fa	بوشهر	article/to_check
145	File:ETH-BIB-A 20 auf Flugplatz von Buschehr-Persienflug 1924-1925-LBS MH02-02-0208-AL-FL.tif	wikipedia	//fa.wikipedia.org/wiki/%D8%A8%D9%88%D8%B4%D9%87%D8%B1	fa	بوشهر	article/to_check
148	File:ETH-BIB-Aach-Quelltopf-Dia 247-00727.tif	wikipedia	//fr.wikipedia.org/wiki/Wikip%C3%A9dia:RAW/2018-06-01	fr	Wikipédia:RAW/2018-06-01	wikipedia_page
174	File:ETH-BIB-Aadorf-LBS H1-018488.tif	wikipedia	//it.wikipedia.org/wiki/Aadorf	it	Aadorf	article/to_check
192	File:ETH-BIB-Aarau, Abbruch der Kettenbrücke-LBS H1-011138.tif	wikipedia	//de.wikipedia.org/wiki/Kettenbr%C3%BCcke_(Aarau)	de	Kettenbrücke (Aarau)	article/to_check
287	File:ETH-BIB-Aarberg mit Zuckermühle-LBS H1-012253.tif	wikipedia	//de.wikipedia.org/wiki/Aarberg	de	Aarberg	article/to_check
287	File:ETH-BIB-Aarberg mit Zuckermühle-LBS H1-012253.tif	wikipedia	//de.wikipedia.org/wiki/Schweizer_Zucker	de	Schweizer Zucker	article/to_check
288	File:ETH-BIB-Aarberg mit Zuckermühle-LBS H1-012254.tif	wikipedia	//de.wikipedia.org/wiki/Schweizer_Zucker	de	Schweizer Zucker	article/to_check
291	File:ETH-BIB-Aarberg, alte Aare abwärts, mit Eisenbahnbrücke-Dia 247-14365.tif	wikipedia	//de.wikipedia.org/wiki/Benutzer:ETH-Bibliothek	de	Benutzer:ETH-Bibliothek	user_page
340	File:ETH-BIB-Aare Inseli bei Altreu-LBS H1-019182.tif	wikipedia	//de.wikipedia.org/wiki/Altreu	de	Altreu	article/to_check
381	File:ETH-BIB-Aathal Seegräben v. S. aus 300 m-Inlandflüge-LBS MH01-001432.tif	wikipedia	//de.wikipedia.org/wiki/Seegr%C3%A4ben	de	Seegräben	article/to_check
388	File:ETH-BIB-Aathal, Spinnerei Unteraathal-Inlandflüge-LBS MH03-1568.tif	wikipedia	//de.wikipedia.org/wiki/Sauriermuseum_Aathal	de	Sauriermuseum Aathal	article/to_check
392	File:ETH-BIB-Abendstimmung am Cap Juby-Tschadseeflug 1930-31-LBS MH02-08-1052.tif	wikipedia	//ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85:ElWaliElAlaoui/%D9%85%D9%84%D8%B9%D8%A8_16	ar	مستخدم:ElWaliElAlaoui/ملعب 16	user_page
412	File:ETH-BIB-Abessinier mit Messer in der Hand-Abessinienflug 1934-LBS MH02-22-1118.tif	wikipedia	//en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost/2016-09-06/Blog	en	Wikipedia:Wikipedia Signpost/2016-09-06/Blog	wikipedia_page
412	File:ETH-BIB-Abessinier mit Messer in der Hand-Abessinienflug 1934-LBS MH02-22-1118.tif	wikipedia	//en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost/Single/2016-09-06	en	Wikipedia:Wikipedia Signpost/Single/2016-09-06	wikipedia_page
519	File:ETH-BIB-Abtwil aus 400m-Inlandflüge-LBS MH01-003662.tif	wikipedia	//de.wikipedia.org/wiki/Abtwil_SG	de	Abtwil SG	article/to_check
554	File:ETH-BIB-Adetswil-LBS H1-010909.tif	wikipedia	//de.wikipedia.org/wiki/B%C3%A4retswil	de	Bäretswil	article/to_check
565	File:ETH-BIB-Adliswil v. N. W. aus 600 m-Inlandflüge-LBS MH01-006635.tif	wikipedia	//de.wikipedia.org/wiki/Adliswil	de	Adliswil	article/to_check
613	File:ETH-BIB-Aegeri, Spinnereien Ägeri-Inlandflüge-LBS MH03-0031.tif	wikipedia	//de.wikipedia.org/wiki/Liste_der_Kulturg%C3%BCter_in_Unter%C3%A4geri	de	Liste der Kulturgüter in Unterägeri	article/to_check
614	File:ETH-BIB-Aegeri, Spinnereien Ägeri-Inlandflüge-LBS MH03-0032.tif	wikipedia	//de.wikipedia.org/wiki/Liste_der_Kulturg%C3%BCter_in_Unter%C3%A4geri	de	Liste der Kulturgüter in Unterägeri	article/to_check
675	File:ETH-BIB-Aeschi bei Spiez mit Sieben Hengste-LBS H1-014267.tif	wikipedia	//de.wikipedia.org/wiki/Aeschi_bei_Spiez	de	Aeschi bei Spiez	article/to_check
680	File:ETH-BIB-Aeschi-LBS H1-019539.tif	wikipedia	//de.wikipedia.org/wiki/Aeschi_bei_Spiez	de	Aeschi bei Spiez	article/to_check
734	File:ETH-BIB-Affoltern am Albis-LBS H1-008648.tif	wikipedia	//de.wikipedia.org/wiki/Affoltern_am_Albis	de	Affoltern am Albis	article/to_check
814	File:ETH-BIB-Agarn bei Turtmann-LBS H1-018961.tif	wikipedia	//de.wikipedia.org/wiki/Agarn	de	Agarn	article/to_check
815	File:ETH-BIB-Agarn bei Turtmann-LBS H1-018962.tif	wikipedia	//it.wikipedia.org/wiki/Agarn	it	Agarn	article/to_check
852	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-010712.tif	wikipedia	//de.wikipedia.org/wiki/Deutsches_Haus_(Agra)	de	Deutsches Haus (Agra)	article/to_check
953	File:ETH-BIB-Ajaccio, Panorama vom Molo, I., (links)-Dia 247-11853.tif	wikipedia	//fr.wikipedia.org/wiki/Wikip%C3%A9dia:RAW/2018-06-01	fr	Wikipédia:RAW/2018-06-01	wikipedia_page
954	File:ETH-BIB-Ajaccio, Panormama vom Molo II.(rechts)-Dia 247-11854.tif	wikipedia	//fr.wikipedia.org/wiki/Wikip%C3%A9dia:RAW/2018-06-01	fr	Wikipédia:RAW/2018-06-01	wikipedia_page
957	File:ETH-BIB-Akropolis, Athen-Kilimanjaroflug 1929-30-LBS MH02-07-0138.tif	wikipedia	//de.wikipedia.org/wiki/Akropolis_(Athen)	de	Akropolis (Athen)	article/to_check
958	File:ETH-BIB-Akropolis, Sbeitla-Dia 247-03512-1.tif	wikipedia	//de.wikipedia.org/wiki/Benutzer:ETH-Bibliothek	de	Benutzer:ETH-Bibliothek	user_page
966	File:ETH-BIB-Alabaster Sphinx, Tempel des Ptah, Memphis, Ägypten-Kilimanjaroflug 1929-30-LBS MH02-07-0158.tif	wikipedia	//de.wikipedia.org/wiki/Memphis_(%C3%84gypten)	de	Memphis (Ägypten)	article/to_check
971	File:ETH-BIB-Albert Heim-Hütte mit Gruppe-Dia 247-03083.tif	wikipedia	//de.wikipedia.org/wiki/Albert-Heim-H%C3%BCtte	de	Albert-Heim-Hütte	article/to_check
1062	File:ETH-BIB-Aleppo-Persienflug 1924-1925-LBS MH02-02-0025-AL-FL.tif	wikipedia	//fa.wikipedia.org/wiki/%D8%AD%D9%84%D8%A8	fa	حلب	article/to_check
