2005-03	0	0	0
2005-04	0	0	0
2005-05	0	0	0
2005-06	0	0	0
2005-08	0	0	0
2005-09	0	0	0
2005-10	0	0	0
2005-12	0	0	0
2006-01	0	0	0
2006-02	0	0	0
2006-03	0	0	0
2006-04	0	0	0
2006-05	0	0	0
2006-06	0	0	0
2006-07	0	0	0
2006-08	0	0	0
2006-09	0	0	0
2006-11	0	0	0
2006-12	0	0	0
2007-01	0	0	0
2007-02	0	0	0
2007-03	0	0	0
2007-04	0	0	0
2007-05	0	0	0
2007-06	0	0	0
2007-07	0	0	0
2007-08	0	0	0
2007-09	0	0	0
2007-10	0	0	0
2007-11	0	0	0
2007-12	0	0	0
2008-01	0	0	0
2008-02	0	0	0
2008-03	0	0	0
2008-04	0	0	0
2008-05	0	0	0
2008-06	0	0	0
2008-07	0	0	0
2008-08	0	0	0
2008-11	0	0	0
2008-12	0	0	0
2009-01	0	0	0
2009-02	0	0	0
2009-03	0	0	0
2009-04	0	0	0
2009-05	0	0	0
2009-06	0	0	0
2009-07	0	0	0
2009-08	0	0	0
2009-09	0	0	0
2009-10	0	0	0
2009-11	0	0	0
2009-12	0	0	0
2010-01	0	0	0
2010-02	0	0	0
2010-03	0	0	0
2010-05	0	0	0
2010-07	0	0	0
2010-11	0	0	0
2010-12	0	0	0
2011-01	0	0	0
2011-03	0	0	0
2011-05	0	0	0
2011-06	0	0	0
2011-07	0	0	0
2011-08	0	0	0
2011-09	0	0	0
2011-10	0	0	0
2011-11	0	0	0
2012-01	0	0	0
2012-02	0	0	0
2012-03	0	0	0
2012-05	0	0	0
2012-06	0	0	0
2012-07	0	0	0
2012-08	0	0	0
2012-11	0	0	0
2012-12	0	0	0
2013-01	0	0	0
2013-02	0	0	0
2013-04	0	0	0
2013-08	0	0	0
2013-10	0	0	0
2014-01	0	0	0
2014-02	0	0	0
2014-03	0	0	1
2014-04	0	0	0
2014-05	0	0	0
2014-06	0	0	0
2014-08	0	0	0
2014-09	0	0	0
2014-10	0	0	0
2014-11	0	0	0
2014-12	0	0	0
2015-01	0	0	0
2015-02	0	0	0
2015-03	0	0	0
2015-04	0	0	0
2015-05	0	0	0
2015-06	0	0	0
2015-08	0	0	0
2015-09	0	0	0
2015-10	0	0	0
2015-11	0	0	0
2015-12	0	0	0
2016-01	0	0	0
2016-02	0	0	0
2016-03	0	0	0
2016-04	0	0	0
2016-05	0	0	0
2016-06	0	0	1
2016-07	0	0	4
2016-08	1	0	0
2016-09	2	0	1
2016-10	0	0	0
2016-11	0	0	1
2016-12	0	0	0
2017-01	0	0	5
2017-02	1	0	0
2017-03	0	0	7
2017-04	11	0	4
2017-05	1	0	0
2017-06	58	0	10
2017-07	149	0	32
2017-08	3	0	9
2017-09	2	0	2
2017-10	9	0	0
2017-11	2	0	2
2017-12	62	0	1
2018-01	14	0	7
2018-02	67	0	14
2018-03	18	0	5
2018-04	1	0	5
2018-05	8	0	3
2018-06	2	0	0
2018-07	4	0	0
2018-08	0	0	0
